ch,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
0,90,83,78,74,71,68,65,62,60,57,55,52,49,46,42,37,31,22,11
1,14,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10
2,72,66,61,58,55,52,50,47,45,42,40,37,34,29,23,14,7,7,6
3,82,74,70,66,63,60,57,55,52,50,47,45,42,38,34,29,20,11,7
4,150,138,128,121,115,110,105,100,96,91,86,81,75,68,59,48,31,13,8
5,77,69,63,58,53,48,42,34,20,10,9,8,8,7,7,7,7,6,6
6,180,165,154,145,137,130,124,117,111,104,97,89,81,68,49,27,8,7,7
7,90,82,77,72,69,65,63,60,57,55,53,50,47,44,41,38,33,27,19
8,92,85,79,76,73,71,68,66,64,62,60,58,56,54,52,50,48,46,44
9,134,124,116,111,106,102,98,94,91,88,84,81,77,74,70,66,62,55,47
10,94,86,81,77,74,71,68,66,63,61,59,56,54,51,48,46,43,39,35
11,118,108,101,97,93,89,86,83,80,77,74,71,69,66,63,59,55,51,46
12,10,9,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6
13,121,111,106,101,97,93,90,87,84,82,79,77,74,72,69,67,64,61,58
14,83,76,71,68,65,62,59,57,54,52,50,48,45,43,40,36,32,26,18
15,91,83,78,74,71,68,65,63,60,57,54,52,49,45,41,37,30,21,10
16,105,98,93,90,88,85,83,82,80,78,77,75,73,72,71,69,68,67,65
17,80,73,68,65,62,59,56,54,51,49,47,44,41,38,35,31,24,15,7
18,88,82,77,74,71,69,67,64,63,61,59,57,55,53,51,49,46,44,41
19,87,79,74,70,67,64,61,58,56,53,50,47,43,39,33,25,16,8,7
20,90,82,77,73,69,65,62,59,56,52,48,44,38,31,20,8,7,7,6
21,83,76,71,68,64,62,59,56,54,51,48,45,42,39,34,27,18,7,6
22,167,153,144,137,131,125,120,115,110,105,100,95,90,83,76,66,54,33,14
23,90,83,78,74,70,67,64,61,58,56,53,50,46,42,37,30,19,8,7
24,116,107,101,97,93,89,86,83,79,76,73,70,67,63,59,54,48,42,32
25,84,76,70,66,63,59,55,52,48,44,39,32,21,9,8,7,7,7,6
26,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9
27,22,20,18,17,15,14,13,11,10,8,8,7,7,7,7,7,6,6,6
28,90,82,76,73,69,66,63,60,58,55,52,49,46,43,39,33,25,15,7
29,88,80,75,71,67,64,61,58,55,52,49,45,41,37,30,20,9,7,6
30,152,141,134,128,123,119,115,111,108,104,101,98,94,91,87,83,79,74,67
31,84,77,73,69,67,64,62,59,57,55,53,51,48,46,43,39,35,30,22
32,153,138,128,120,114,107,101,95,89,82,74,63,47,25,9,8,7,7,6
33,81,75,71,68,65,63,61,58,56,54,52,50,48,45,42,38,32,25,16
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,124,113,106,100,95,91,87,83,79,75,72,68,63,59,54,47,39,28,15
36,88,80,76,72,68,66,63,61,58,56,53,50,48,44,41,37,32,24,14
37,89,82,77,74,71,68,65,63,61,59,56,54,51,48,45,41,36,29,20
38,147,135,127,120,115,110,105,101,97,93,88,84,79,74,68,62,53,41,26
39,122,111,104,98,94,89,85,81,77,73,68,64,58,51,41,27,13,9,7
40,88,81,76,73,69,66,64,61,58,56,53,50,46,42,37,29,18,8,7
41,120,110,103,98,93,89,86,83,79,76,73,69,66,62,58,52,46,37,25
42,145,132,123,117,111,106,101,97,92,87,83,78,73,66,59,49,34,16,7
43,90,82,77,73,70,67,65,62,60,58,55,53,51,48,46,42,39,34,27
44,109,99,92,87,83,80,77,74,71,68,64,61,58,54,51,46,41,34,23
45,96,89,85,81,78,75,72,70,67,65,62,60,57,54,51,47,42,35,25
46,88,81,76,72,69,66,64,61,59,57,55,52,50,47,44,41,37,32,25
47,132,122,115,110,106,102,99,95,92,89,86,82,79,75,71,67,61,55,45
48,86,79,74,71,68,65,63,61,58,56,54,52,50,48,45,42,39,35,29
49,85,79,75,72,70,67,65,64,62,60,58,57,55,54,52,50,48,46,44
50,140,126,119,113,107,102,98,94,90,85,81,76,71,64,57,46,30,13,8
51,142,131,122,116,111,106,102,98,94,90,86,81,77,72,66,59,51,38,22
52,91,84,79,75,72,69,67,64,62,59,57,55,52,50,47,44,41,37,31
53,82,75,71,68,65,63,61,59,57,55,53,51,50,48,46,44,42,40,37
54,130,121,115,110,106,102,99,95,92,89,86,82,79,75,71,67,61,52,41
55,74,67,63,60,57,54,52,50,47,45,42,40,37,33,29,23,15,7,7
56,170,156,148,141,135,129,124,120,115,111,106,102,97,91,84,76,63,46,25
57,132,119,111,105,100,95,90,86,82,78,73,69,64,58,50,38,23,8,7
58,61,56,52,50,47,45,44,42,40,38,37,35,33,31,29,27,23,19,13
59,82,76,71,68,65,62,59,56,54,51,48,44,40,35,26,15,8,7,6
60,111,102,95,91,87,83,79,76,73,70,67,63,60,56,52,47,40,30,17
61,76,69,65,62,59,57,55,53,51,49,47,45,43,41,38,35,31,26,19
62,9,8,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6
63,155,141,133,126,120,116,111,107,103,99,95,91,87,83,78,73,67,60,51
64,135,124,117,111,106,102,98,94,90,87,83,80,76,72,67,61,55,47,37
65,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7
66,81,74,70,67,64,62,60,57,55,53,51,49,46,44,40,37,32,25,15
67,94,87,81,77,73,70,67,64,61,58,56,53,50,47,43,39,33,26,16
68,176,161,150,141,134,126,120,112,105,97,87,74,52,23,9,8,8,7,7
69,112,102,95,91,86,82,79,75,72,68,64,61,57,52,46,38,27,9,7
70,137,127,120,115,110,107,103,100,96,93,90,87,84,81,77,73,68,63,55
71,76,69,65,62,59,57,55,52,50,47,45,42,39,34,26,15,9,7,7
72,85,78,73,69,65,62,60,57,54,52,49,46,43,39,35,29,20,7,6
73,13,12,11,11,10,10,10,9,9,9,9,8,8,8,7,7,7,7,6
74,181,165,154,145,139,132,127,121,115,109,103,97,89,80,68,51,27,9,7
75,168,155,146,139,133,128,123,118,114,109,104,99,94,87,79,68,52,30,10
76,114,106,100,96,92,89,86,84,81,79,77,74,72,70,67,65,62,60,57
77,125,113,105,100,94,90,86,81,77,72,68,62,55,47,35,18,10,9,8
78,65,60,56,53,51,49,47,45,43,41,39,37,35,32,29,24,17,9,7
79,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6
80,125,115,108,103,98,93,89,85,81,78,73,69,64,58,52,43,30,16,7
