ch,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
0,112,97,88,83,79,75,72,69,66,63,60,57,54,51,48,43,38,30,17
1,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6
2,94,80,73,69,65,62,59,56,54,52,49,47,45,42,39,36,31,24,14
3,98,85,78,73,69,66,63,60,58,55,53,50,48,45,41,38,33,25,15
4,189,163,149,139,131,125,119,114,109,104,99,94,89,84,78,71,62,50,29
5,101,88,81,76,72,69,66,63,60,57,55,52,49,46,43,39,33,26,15
6,220,192,176,165,157,149,142,136,130,124,119,113,107,100,93,84,72,55,27
7,104,91,84,78,74,71,67,64,61,59,56,53,50,47,43,39,34,27,17
8,104,91,84,78,74,71,68,65,62,59,57,54,51,48,44,40,35,27,16
9,155,135,124,117,111,106,102,98,94,90,86,81,77,72,67,60,51,39,20
10,112,97,89,83,79,75,72,68,65,63,60,57,54,50,47,42,37,29,17
11,140,121,111,104,99,94,90,86,82,78,75,71,68,63,59,53,46,36,20
12,10,9,9,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6
13,141,122,112,105,100,95,91,87,83,80,76,72,68,64,59,53,44,32,14
14,100,86,79,74,70,67,64,62,59,56,54,51,49,46,42,39,34,27,16
15,112,96,88,83,78,75,71,68,65,63,60,57,54,51,47,43,38,31,19
16,114,100,92,87,83,80,76,73,70,67,64,61,58,54,50,45,36,24,10
17,99,85,78,73,69,66,63,60,57,55,52,50,47,44,41,38,33,26,16
18,107,92,84,79,75,72,69,66,63,61,58,56,53,50,47,43,38,30,18
19,106,92,84,79,75,71,68,65,63,60,57,55,52,49,45,41,36,28,17
20,111,96,88,83,78,75,72,68,65,63,60,57,54,50,47,42,36,27,13
21,102,88,81,76,72,69,66,63,60,58,55,53,50,47,44,40,35,28,18
22,207,178,163,153,145,138,132,127,122,116,111,106,100,94,87,79,69,54,29
23,111,96,88,83,78,75,71,68,66,63,60,57,54,51,48,43,38,30,18
24,142,122,113,106,100,96,92,88,84,80,77,73,69,65,60,54,45,33,15
25,103,90,83,78,74,70,67,64,61,58,56,53,50,47,43,39,33,24,13
26,9,9,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6
27,28,25,23,21,20,19,18,18,17,16,15,15,14,13,12,11,10,8,7
28,108,94,86,81,76,73,70,67,64,61,58,56,53,50,46,42,37,30,18
